Layer,Name,GEOID,Population,Longitude,Latitude,MCD_2020-2024,MCD_2020-2024_se,EMP_2020-2024,EMP_2020-2024_se,EKW_2024,EKW_2024_se,RITB_2022,RITB_2022_se,EKR_2024,EKR_2024_se,ADI_2023,ADI_2023_se,HDX_2020-2024,HDX_2020-2024_se,INC_2020-2024,INC_2020-2024_se,PCI_2020-2024,PCI_2020-2024_se,POV_2020-2024,POV_2020-2024_se,SLA-S_2020-2024,SLA-S_2020-2024_se
Census tract,Tract 3009,17031300900,4553,-87.70269930,41.84817960,36.91117881415514,8.69823287416685,32.85680806187017,5.4523180834210585,13.72,,76.0,,68.85,,80.0,,96.79532411,,32378.0,8071.732522796353,18541.0,2958.6626139817627,44.746805489824894,13.351180909376557,12.1580547112462,3.7619650195301815
Census tract,Tract 3011,17031301100,2323,-87.69797340,41.84702900,39.076154806491886,12.819203087298984,38.07740324594257,6.121411653653698,14.42,,60.0,,72.08,,67.5,,94.4044595,,52881.0,6944.680851063829,19987.0,2772.644376899696,14.773200166458594,3.390496907956432,16.161616161616163,13.43270602090019
Census tract,Tract 3012,17031301200,4087,-87.69147710,41.84841710,53.04624418889161,9.291374937206857,28.774161977000247,1.8959431001867935,14.67,,72.0,,72.08,,60.0,,81.57752375576254,,48160.0,12973.252279635259,26217.0,4146.504559270516,21.384878884267188,8.562830716205225,35.294117647058826,18.174437834337702
Census tract,Tract 3016,17031301600,4995,-87.71225200,41.84075720,29.020813623462637,5.4131337605608305,34.86281929990539,4.996512886026058,13.42,,44.0,,63.3,,70.0,,95.7463072725562,,43077.0,14597.568389057751,27593.0,5444.376899696049,23.493683187560737,8.470260272373752,8.007117437722421,2.6914706568377977
Census tract,Tract 3017.01,17031301701,4279,-87.71962540,41.84248050,29.782028469750887,5.259390525909165,40.61387900355872,7.759328338555616,14.17,,71.0,,43.04,,61.0,,94.9618967,,58678.0,12897.872340425532,26073.0,3486.322188449848,21.819395017793592,6.1041727504926335,31.549295774647888,10.264247627134685
Census tract,Tract 3017.02,17031301702,4121,-87.71952440,41.83880620,21.67850565640621,7.208757383044125,46.67192843988424,9.799668603171533,12.5,,83.0,,62.18,,57.0,,83.58029918148462,,76579.0,9074.1641337386,26951.0,5305.16717325228,8.767643865363734,4.196295257342383,17.002237136465325,12.273117292920679
Census tract,Tract 3018.01,17031301801,3947,-87.73505090,41.84165970,50.84853627492575,15.69327338190222,28.829019940602464,2.6443503101610837,13.25,,59.0,,72.08,,61.0,,92.78506915043748,,51235.0,13156.838905775076,17733.0,2285.714285714286,21.574034789987277,10.119155501472548,15.620641562064156,9.319003946366752
Census tract,Tract 3018.02,17031301802,3376,-87.72775920,41.84518460,26.502188619180263,9.237705890328268,43.85196975726224,8.175276255697371,15.89,,78.0,,68.69,,76.0,,91.48438235017404,,32165.0,13804.863221884498,23521.0,3508.206686930091,32.63032232391564,10.964491794091835,24.793388429752067,10.300334587997256
Census tract,Tract 3018.03,17031301803,5107,-87.72787080,41.83954970,22.714420358152687,5.636577005059456,50.36129437637449,5.350682384415383,12.33,,69.0,,69.81,,73.33333333333333,,88.35379621789444,,62102.0,12145.896656534955,27747.0,2835.8662613981764,11.341501727929623,5.826326071770124,29.36320754716981,10.266428158146747
Census tract,Tract 3102,17031310200,1588,-87.64420910,41.85631000,5.503978779840849,1.6795644878394786,70.35809018567639,8.618068994116564,17.33,,33.0,,72.08,,31.0,,9.036597986640324,,104167.0,24044.37689969605,65896.0,5503.951367781155,7.898259705488621,2.4200933590245866,51.63398692810458,15.22674089436808
Census tract,Tract 3103,17031310300,1767,-87.64897820,41.85614390,9.807692307692308,2.486190056066226,69.67948717948718,10.51840017955851,17.67,,34.0,,72.08,,26.0,,55.30506162385925,,78906.0,13885.106382978724,44835.0,6506.382978723404,13.974358974358974,3.8206955598812846,53.92670157068062,13.523027880629664
Census tract,Tract 3104,17031310400,1375,-87.65226130,41.85650690,18.037318590186597,6.604187121357011,67.10435383552176,6.588114951326835,15.5,,26.0,,72.08,,35.0,,54.23017217,,83271.0,15596.352583586626,62893.0,9037.082066869301,12.23922114047288,3.0121948985030276,0.0,11.521810115533
Census tract,Tract 3105,17031310500,1399,-87.65474000,41.85524800,8.333333333333332,4.102610941465175,55.16224188790561,8.865553424661826,18.17,,38.0,,72.08,,34.0,,64.66036315739957,,63070.0,15142.24924012158,37812.0,5492.401215805471,17.10914454277286,5.869222637288606,32.28346456692913,12.421437941979061
Census tract,Tract 3106,17031310600,5498,-87.65956370,41.85633300,22.39441416893733,3.56627821635044,61.427111716621255,4.7493581782165775,17.58,,32.0,,72.08,,40.333333333333336,,55.447360993508326,,86938.0,12382.978723404256,45300.0,3737.386018237082,9.5708446866485,2.629631426978933,73.84196185286103,16.64743492097493
Census tract,Tract 3107,17031310700,1700,-87.66490610,41.85599030,30.44851547694251,6.5076486048403135,36.70246367656348,4.061781570664152,17.0,,28.0,,72.08,,28.0,,79.78760937058989,,76111.0,11130.091185410334,29892.0,4423.100303951368,23.373341756159192,12.540641933124332,16.666666666666664,18.542559504342506
Census tract,Tract 3108,17031310800,4175,-87.66857370,41.85593370,20.732618988288067,4.27512075007812,56.09269872913033,6.139000382054086,16.83,,48.0,,72.08,,50.0,,77.15330699030953,,69435.0,16000.607902735563,38094.0,3985.4103343465044,19.386992275105904,5.373343081184141,18.69158878504673,10.797236494044729
Census tract,Tract 3109,17031310900,4781,-87.67467410,41.85577160,19.88795518207283,4.530562224629449,58.9435774309724,4.957986409160953,15.17,,47.0,,72.08,,51.333333333333336,,83.42035939411045,,84571.0,11079.0273556231,40927.0,6172.036474164133,24.9499799919968,6.153976874056882,19.142857142857142,8.023790302708361
Census tract,Tract 3201.01,17031320101,9532,-87.61705900,41.88502590,2.252453166815344,1.2434447908406032,72.92595896520963,5.163140365130926,17.26,,25.0,,72.08,,18.666666666666668,,0.6103584532881738,,125862.0,9712.462006079028,134160.0,14178.72340425532,2.6650312221231043,1.745068444332917,18.07297605473204,6.413255943307501
Census tract,Tract 3201.02,17031320102,4846,-87.62419440,41.88512490,8.88888888888889,3.069219184861313,72.79761904761905,5.885856599934354,18.31,,25.0,,72.08,,28.0,,15.436541537303604,,97725.0,22463.22188449848,83678.0,16040.729483282674,13.286991062562064,3.9747950832709105,19.444444444444446,18.684613123862132
Census tract,Tract 3204,17031320400,2856,-87.61725560,41.87581700,7.903682719546742,2.7169189418777346,56.34560906515581,5.628614875669514,19.17,,39.0,,72.08,,,,26.49355537,,145278.0,33700.30395136778,55986.0,7792.705167173252,19.27868852459017,8.675440367710669,18.08219178082192,5.709098797852467
Census tract,Tract 3206,17031320600,6395,-87.61659620,41.87055420,7.329926541041202,2.214733567536195,70.88789524113702,5.088536800967603,17.08,,40.00000000000001,,72.08,,26.0,,3.404600620942704,,118670.0,10996.960486322188,87717.0,5609.726443768997,14.033613445378151,2.79222914939785,66.54804270462633,11.306755394085569
Census tract,Tract 3301.01,17031330101,4592,-87.61322500,41.85912030,2.4061398050197056,1.7732440192111398,81.51835718730554,7.107348654252678,16.83,,28.0,,72.08,,14.5,,0.9608147520933296,,171388.0,22949.544072948327,125138.0,14041.9452887538,9.977183157021363,5.379860212063542,55.11265164644714,22.906348035142916
Census tract,Tract 3301.02,17031330102,10811,-87.62398830,41.86357210,5.145096731154103,2.177843263493547,81.72114743162108,7.1604619369034985,16.83,,28.0,,72.08,,25.25,,2.647238686612099,,120182.0,21799.392097264437,87026.0,7244.984802431611,2.810206804536357,1.3588652307621503,45.30332681017613,11.451618316625133
Census tract,Tract 3301.03,17031330103,8248,-87.62341720,41.85647960,15.02911208151383,4.288242425814082,71.43377001455605,5.036303912286501,16.83,,28.0,,72.08,,32.333333333333336,,3.7656411703829145,,97758.0,2990.273556231003,82058.0,7551.975683890578,15.8418243571082,3.580687066728212,22.88135593220339,16.076740381042054
Census tract,Tract 3302,17031330200,4008,-87.63056800,41.86557830,16.126601356443103,3.483348795288187,75.20723436322531,5.559575990010663,14.5,,35.99999999999999,,72.08,,18.5,,5.253316398532317,,143558.0,9996.960486322188,100159.0,11882.066869300912,8.51544837980407,2.0697485103295032,40.03466204506066,7.8151188049968585
Census tract,Tract 3403,17031340300,1865,-87.63578820,41.84280460,27.79069767441861,6.157737831019199,48.13953488372093,5.293558888684139,14.17,,36.996939822361156,,72.08,,37.0,,78.99379057296076,,53030.0,9026.747720364741,35313.0,4181.762917933131,11.395348837209305,3.7050445545521433,21.908127208480565,5.060732378265517
Census tract,Tract 3404,17031340400,1844,-87.63203560,41.84188570,32.37367802585194,7.8939188824346775,32.84371327849589,3.354431548549802,17.0,,33.0,,72.08,,45.0,,87.71286104054944,,40583.0,9026.139817629179,22571.0,3024.3161094224924,26.337693222354343,8.281977399870238,35.25835866261398,7.2834782264255
Census tract,Tract 3405,17031340500,1629,-87.63291690,41.83451810,25.717703349282296,4.8756793378379,48.803827751196174,4.783899405801931,16.67,,25.0,,72.08,,34.0,,73.99567222,,62288.0,4014.5896656534956,54205.0,6581.762917933131,27.212918660287084,4.870205054170759,36.70295489891136,11.547310488744184
Census tract,Tract 3406,17031340600,1151,-87.63265160,41.82728640,82.0979020979021,5.562750259243137,13.286713286713288,6.164934586376778,15.58,,72.0,,72.08,,59.0,,99.74480195691034,,21279.0,4445.592705167173,11095.0,1635.8662613981762,56.73211781206171,16.24127866825513,68.88888888888889,14.255808921928866
Census tract,Tract 3501,17031350100,2228,-87.60794920,41.84025900,16.386036960985624,2.6728455858019338,59.05544147843943,10.682137620845916,11.33,,64.0,,72.08,,49.0,,42.10767710979396,,58295.0,11148.936170212766,52939.0,13986.018237082068,24.64065708418891,7.889894327591013,78.53658536585367,11.308678640550648
Census tract,Tract 3504,17031350400,1512,-87.62836950,41.84192910,63.761153054221,5.2992972044049,18.531228551818806,6.36753269817273,13.0,,94.0,,72.08,,59.0,,98.37825759713988,,20515.0,5415.80547112462,14201.0,2356.838905775076,55.52505147563487,6.856284541902974,69.64285714285714,12.941038498572613
Census tract,Tract 3510,17031351000,3640,-87.60652820,41.83556750,21.809801067442987,4.708832768869256,51.38282387190685,6.099503626085183,13.89,,54.0,,72.08,,39.666666666666664,,51.78285822,,61736.0,3189.665653495441,43416.0,4520.364741641338,8.053533693355247,2.993359298502653,44.72789115646258,10.069656429396748
Census tract,Tract 3511,17031351100,2038,-87.61418940,41.82775400,76.25,6.951219664337977,19.15,5.10727484791286,11.39,,98.0,,72.08,,59.0,,99.42962649355536,,15921.0,8820.060790273556,15768.0,2722.1884498480244,53.95,6.847765066706126,87.59124087591242,19.1778305367303
Census tract,Tract 3514,17031351400,1392,-87.62409090,41.82740190,58.75991348233598,10.620982744518932,25.378514780100936,1.584697025523714,15.0,,72.0,,72.08,,41.0,,90.81051839307554,,,,22962.0,4073.5562310030396,33.95818312905551,11.122547830807944,87.8048780487805,12.337247333009703
Census tract,Tract 3515,17031351500,823,-87.62773090,41.82724020,35.35457348406988,6.212934910371083,63.61767728674204,5.663371529539036,13.75,,69.0,,72.08,,33.0,,73.41824254398344,,77206.0,18480.243161094226,39768.0,6567.781155015197,24.563206577595068,5.904911795730562,57.14285714285714,14.84292429117493
Census tract,Tract 3602,17031360200,1651,-87.60988760,41.82688550,65.15789473684211,13.145221219722599,21.73684210526316,2.306129253940229,14.17,,67.0,,72.08,,57.0,,98.49233229842882,,26143.0,2753.7993920972644,15664.0,3661.3981762917933,55.89473684210526,19.30893283585999,89.47368421052632,6.440300348298234
Census tract,Tract 3801,17031380100,2207,-87.61009740,41.82020190,30.94571908226077,6.923956771806764,53.6094012311136,10.557006527786552,16.0,,28.0,,72.08,,44.0,,54.21488380844858,,80216.0,39065.045592705166,68490.0,18269.300911854105,20.76105204252938,4.151591062860996,73.99577167019028,13.39047606160419
Census tract,Tract 3802,17031380200,2408,-87.61498610,41.82057400,27.23505032563647,5.304515255476785,32.978093546477204,6.170266924863244,12.58,,67.0,,72.08,,82.0,,93.82938188,,17138.0,3077.8115501519756,26290.0,3869.300911854103,45.88513913558319,10.28109226248821,78.95299145299145,14.364927104431276
Census tract,Tract 3806,17031380600,3947,-87.62293560,41.82015100,35.874620829120325,7.248554304812668,39.33265925176946,4.2763018817087195,14.89,,53.84475806451613,,72.08,,40.0,,88.28676263053909,,49134.0,16934.954407294834,33367.0,6136.170212765957,30.315444489963127,8.665682026826824,73.87687188019967,7.669032212442039
Census tract,Tract 3812,17031381200,2077,-87.61399920,41.80851140,23.309426229508198,5.841382027967913,51.38319672131148,11.71339209140015,14.0,,62.0,,72.08,,43.5,,86.95785116191551,,46407.0,14682.674772036475,43864.0,7579.331306990882,28.637295081967213,7.81821670210875,74.72924187725631,15.45330283987955
Census tract,Tract 3814,17031381400,1796,-87.62142980,41.80762020,26.97910069664344,6.956389457393683,52.12159594680177,4.199675506292088,12.83,,61.0,,72.08,,64.0,,92.47106971493083,,47931.0,4600.607902735563,28172.0,3128.87537993921,29.829005699810008,7.884162472086467,17.557251908396946,10.404945371237199
Census tract,Tract 3815,17031381500,667,-87.62286190,41.81019270,36.771300448430495,6.461513570705545,36.771300448430495,7.2736649751304965,15.0,,59.0,,72.08,,57.0,,92.38874776554708,,26738.0,4316.109422492401,30870.0,5826.747720364741,33.33333333333333,7.7364852418226,49.10714285714285,23.356466554244122
Census tract,Tract 3817,17031381700,18,-87.62744630,41.80555020,,,,,12.67,,,,72.08,,,,58.263947690281306,,,,,,,,,
Census tract,Tract 3818,17031381800,1462,-87.62119780,41.80384810,20.850767085076708,5.158577281642,62.41283124128313,8.626532960369262,15.08,,53.0,,72.08,,49.5,,79.15843447172828,,43281.0,11766.565349544073,30475.0,4711.854103343465,19.606465214335916,3.774841774292145,74.78991596638656,7.920349167527799
Census tract,Tract 3819,17031381900,1106,-87.61388850,41.80395570,17.220543806646525,5.490868562893551,73.64048338368579,5.620782241784238,15.5,,42.0,,72.08,,40.5,,89.40163703076489,,73750.0,7240.729483282675,33715.0,4598.784194528876,18.580060422960727,4.689386223305596,23.484848484848484,9.130655861446918
Census tract,Tract 3901,17031390100,1553,-87.59054490,41.81355450,30.47164811870694,8.539104449532974,55.21992580816111,4.837345909200766,12.0,,57.0,,72.08,,28.0,,69.11280459121272,,55893.0,27039.51367781155,51240.0,5844.376899696049,11.711711711711713,3.16700692029281,22.900763358778622,10.05552025318285
Census tract,Tract 3902,17031390200,1883,-87.59947650,41.81304100,15.904572564612328,4.264800886523254,66.35188866799204,6.537152621839916,14.42,,46.0,,72.08,,35.5,,37.16953617461662,,110806.0,12978.72340425532,65175.0,4592.705167173252,14.96023856858847,4.165867182564021,22.525597269624573,6.525008094144975
Census tract,Tract 3903,17031390300,2617,-87.60420890,41.81320060,37.68781302170284,7.231931984807701,38.48080133555926,7.142985521283423,14.75,,67.0,,72.08,,55.5,,96.07089096,,,,30897.0,4694.83282674772,42.779632721202006,6.309750895077411,38.01498127340824,1.9482269492704558
Census tract,Tract 3904,17031390400,2871,-87.60405820,41.80592430,48.37935174069628,7.9979879167552745,49.339735894357744,5.1848063772534685,13.75,,69.0,,72.08,,56.5,,71.32961708533259,,38507.0,3268.693009118541,73418.0,23714.285714285714,34.01360544217687,9.1380685064835,73.85740402193784,13.72234000881479
Census tract,Tract 3905,17031390500,1666,-87.59919870,41.80597810,12.892184826012551,3.3293159542979223,75.47062179121507,2.590177356431537,15.0,,43.0,,72.08,,18.0,,6.450512748141876,,83938.0,21464.437689969604,107008.0,18811.550151975684,13.291500285225329,3.860488659641156,42.85714285714285,9.095818700029696
Census tract,Tract 3906,17031390600,1994,-87.59435040,41.80601810,10.800842992623814,3.159550501425314,69.17808219178082,4.259788934386206,13.83,,35.0,,72.08,,21.5,,27.94006962084862,,95542.0,29234.042553191488,78185.0,11387.234042553191,20.996818663838813,6.14528732217705,26.25482625482625,6.184020032280322
Census tract,Tract 3907,17031390700,6532,-87.58048870,41.80401640,14.545143052938151,6.044619235266481,64.75929415795785,2.7834999387239243,14.44,,35.0,,72.08,,62.333333333333336,,46.51660551321855,,73704.0,7526.44376899696,68220.0,8446.808510638299,17.748843584032894,4.89860155006545,61.5485564304462,7.0013160329514195
Census tract,Tract 4003,17031400300,1504,-87.61127280,41.78975400,18.916857360793287,3.9945867298379407,59.80167810831426,13.74563920454384,16.67,,37.99999999999999,,72.08,,60.0,,67.18647098,,90716.0,9500.911854103344,39342.0,4256.534954407295,12.174578866768758,4.16404314111146,31.91489361702128,20.951459306672565
Census tract,Tract 4004,17031400400,1995,-87.61832110,41.79112610,56.18305744888024,7.55843280665234,31.061343719571568,4.038117341434858,13.33,,70.0,,72.08,,72.0,,96.14968482453664,,32235.0,14348.936170212766,20415.0,3291.793313069909,44.86117876278617,8.268419566986879,41.3265306122449,14.931786108501647
Census tract,Tract 4005,17031400500,2372,-87.62317910,41.79104140,59.22876949740035,8.368930347621752,28.639514731369157,5.148948487741562,12.58,,79.0,,72.08,,83.0,,89.19583215730549,,38373.0,4074.164133738602,24627.0,4630.395136778116,31.23916811091854,8.26569453816932,83.6734693877551,15.223015924128996
Census tract,Tract 4008,17031400800,3178,-87.62055800,41.78286330,79.68374011687865,5.689790449186449,9.556548642145067,3.428637077504488,12.08,,80.0,,72.08,,58.0,,96.10969988,,23059.0,8677.203647416412,13464.0,2640.7294832826747,61.43004468889652,9.449673863868735,80.0,21.800168913955016
Census tract,Tract 4101,17031410100,2272,-87.58102590,41.80158220,6.383909051158724,2.2813205326838575,63.62046348928728,4.660134766327891,12.67,,56.0,,72.08,,66.5,,8.107535986,,63931.0,8931.91489361702,57785.0,5619.452887537994,14.167031045037168,4.550534238103237,52.61904761904762,8.559830142004326
Census tract,Tract 4102,17031410200,1165,-87.59426510,41.80167090,10.85613415710503,4.13286866178795,77.58164165931156,6.30306458091422,10.33,,66.0,,72.08,,55.0,,12.812823407658293,,56848.0,12887.537993920972,59891.0,6578.723404255319,24.094202898550723,6.117282145118213,74.13793103448276,28.025329593034357
Census tract,Tract 4105,17031410500,2922,-87.60374230,41.79783080,28.368548666435743,8.158954542071136,55.97506061655698,3.9448045316638205,15.0,,33.0,,72.08,,52.0,,57.79824066233888,,65240.0,6871.732522796353,43964.0,5379.939209726444,29.9231843575419,8.802092738791728,77.93427230046949,16.148282446567315
Census tract,Tract 4106,17031410600,2371,-87.59894220,41.79796870,9.361702127659576,3.1756122761853036,70.59961315280464,3.13454157104095,15.08,,22.0,,72.08,,66.0,,47.60678332862922,,49475.0,9171.42857142857,63640.0,11763.525835866261,34.54467721248397,6.924911673536513,29.629629629629623,16.069514671299643
Census tract,Tract 4107,17031410700,2399,-87.59419960,41.79804930,11.547714514835604,4.352328722433271,64.39454691259022,6.123441530692796,16.67,,18.0,,72.08,,44.0,,51.73464107630068,,45114.0,7250.455927051672,41152.0,4917.933130699088,27.14514835605453,8.225959563558012,30.14354066985646,8.710682874472877
Census tract,Tract 4108,17031410800,2993,-87.58962480,41.79796140,9.494584837545126,2.410726636880139,77.58122743682311,5.53319707404703,16.17,,28.0,,72.08,,52.0,,9.031893875246965,,71989.0,7944.072948328268,59513.0,6986.018237082067,16.782196278730392,2.5472848112467164,46.66666666666666,15.18701085503674
Census tract,Tract 4109,17031410900,3670,-87.57809370,41.79670970,13.809910641754673,3.88465104458036,68.42675331708638,5.831525226973144,13.94,,28.0,,72.08,,51.0,,30.44383290996331,,73828.0,6948.936170212766,57431.0,4933.738601823708,9.766050054406964,1.955439762517665,48.93333333333334,12.08162382109
Census tract,Tract 4110,17031411000,3902,-87.57746200,41.78722670,7.951273532668882,4.318277935607591,70.36544850498339,10.4531258565764,16.61,,32.0,,72.08,,64.66666666666667,,6.859770439364004,,70893.0,14709.422492401216,101478.0,24443.161094224924,18.67145421903052,5.567210462701382,51.52905198776758,10.537870455767196
Census tract,Tract 4111,17031411100,2379,-87.58970080,41.79045520,4.069520983467571,2.090947580530399,75.11657481983892,5.916207321079869,16.31,,8.000316980500113,,72.08,,20.0,,10.337284786903751,,117500.0,20415.197568389056,69972.0,5736.170212765957,8.580030105368792,1.9292549062828621,46.321525885558586,12.789693349466065
Census tract,Tract 4112,17031411200,1713,-87.59401710,41.79056180,6.772673733804475,1.8055970915482027,73.4982332155477,3.0019134824083262,15.33,,19.0,,72.08,,18.5,,18.19197478596293,,101071.0,35359.270516717326,113769.0,19310.03039513678,14.681603773584904,3.446600510505466,36.15023474178404,16.75021600748459
Census tract,Tract 4201,17031420100,1642,-87.57950420,41.78256890,36.54786862334032,6.154045865660824,40.6009783368274,7.568508983560724,14.0,,64.0,,72.08,,40.0,,89.42280553,,,,21034.0,2868.693009118541,38.225017470300486,7.843899878025091,59.87261146496815,6.8901544944766195
Census tract,Tract 4202,17031420200,1781,-87.59352080,41.78346800,43.44866704480999,9.795976017205083,38.00340328984685,4.12295284389655,14.33,,38.0,,72.08,,39.0,,92.25350456298806,,44375.0,7294.83282674772,25601.0,3647.41641337386,37.9570516540917,10.587430319660792,27.68729641693811,10.379408484085916
Census tract,Tract 4203,17031420300,2818,-87.59869700,41.78322410,9.08004778972521,3.8292266320629906,67.9410593389088,5.879879240767539,13.67,,87.0,,72.08,,,,67.22292783893123,,42973.0,1828.5714285714284,21793.0,2704.5592705167173,33.82749326145553,8.178964761418976,74.02597402597402,9.63300517694202
Census tract,Tract 4204,17031420400,1544,-87.60355840,41.78316990,23.991797676008204,6.552872293611936,53.588516746411486,5.584716413013235,15.17,,15.0,,72.08,,55.0,,83.21573055,,37946.0,5591.489361702128,25685.0,3164.1337386018236,41.36269786648314,7.888278794854327,76.54867256637168,10.389146330822957
Census tract,Tract 4205,17031420500,2053,-87.60842610,41.78310020,53.85494003426613,15.738819612590662,26.55625356938892,4.726057016851135,12.67,,77.0,,72.08,,59.0,,97.55151001975727,,22309.0,3386.6261398176293,23347.0,4709.422492401216,53.11250713877784,13.398625330877987,76.74418604651163,10.25014125018052
Census tract,Tract 4206,17031420600,2524,-87.61327770,41.78301350,44.75476839237057,10.136102698717853,38.283378746594,10.877964953613597,12.33,,79.0,,72.08,,84.0,,91.85483112240098,,52989.0,21519.14893617021,23872.0,3941.033434650456,34.76510067114094,10.664891999100947,39.543726235741445,15.920092103161291
Census tract,Tract 4207,17031420700,3021,-87.61069330,41.77669140,49.17491749174918,7.893952778449683,28.13531353135313,5.32313733401162,12.13,,86.0,,72.08,,82.0,,85.75124658951924,,38076.0,2344.0729483282676,24800.0,2889.969604863222,35.024752475247524,5.004713159911215,26.855123674911663,14.159247847157399
Census tract,Tract 4208,17031420800,2457,-87.60325690,41.77690970,29.683131407269336,7.720069413764629,42.96365330848089,8.208014406267019,13.67,,69.0,,72.08,,69.0,,82.27608429767616,,47540.0,12433.434650455927,28739.0,5405.47112462006,26.32805219012116,11.458832054643006,56.21761658031088,10.598680978084905
Census tract,Tract 4212,17031421200,1405,-87.60894740,41.77066210,58.36993655441679,32.12721432060001,15.226939970717424,7.813311823021491,14.17,,68.0,,72.08,,68.0,,85.7771192,,45550.0,20844.37689969605,14817.0,3270.516717325228,27.52562225475842,5.174992407800188,61.42857142857143,26.312872402594333
Census tract,Tract 4301.01,17031430101,4091,-87.57395300,41.76985320,51.95974576271186,10.278393454115228,35.32838983050847,6.003471959487592,10.21,,83.0,,72.08,,84.0,,87.52704864051181,,31875.0,9159.270516717324,27870.0,5596.960486322188,26.98622881355932,7.335230630200616,46.13333333333333,8.034214337802677
Census tract,Tract 4301.02,17031430102,3104,-87.56381430,41.76895280,48.49246231155779,8.983452035517042,43.94193188163037,7.730514036668699,12.11,,76.0,,51.92,,78.0,,87.54704111393357,,52955.0,14579.331306990882,33599.0,4710.63829787234,37.548855388051365,8.733341011556693,86.13636363636363,15.463008473804166
Census tract,Tract 4302,17031430200,5086,-87.58135090,41.76976130,38.69129834254144,5.369765065944801,49.3957182320442,8.15886436489946,12.9,,74.0,,72.08,,38.0,,77.22622071690658,,54479.0,14626.747720364741,44557.0,7860.182370820668,24.67196132596685,7.167041189784832,45.40942928039702,13.735570154312802
Census tract,Tract 4303,17031430300,2558,-87.58936010,41.76971630,48.33702882483371,6.923113112718881,43.08943089430895,11.62106673911916,13.78,,73.0,,72.08,,56.0,,96.91057484241227,,38542.0,8846.808510638299,22851.0,3176.899696048632,32.91524135309768,8.213279796852659,53.14009661835749,25.006084655050522
Census tract,Tract 4304,17031430400,3031,-87.59030980,41.76219610,43.6,7.57333341487629,36.46666666666666,7.373656029159063,13.29,,73.0,,72.08,,70.25,,84.51759337661116,,41964.0,16833.434650455925,27259.0,3494.224924012158,28.5,6.838492265632992,36.97813121272366,9.590010282885398
Census tract,Tract 4305,17031430500,4098,-87.58127000,41.76431390,40.75332766921552,7.868353367720776,37.892948173322,9.147906179559689,14.89,,70.0,,72.08,,61.333333333333336,,83.75787938658387,,33322.0,8662.613981762917,30630.0,3512.462006079027,22.094361334867664,4.655798414605144,62.5,12.49442746990365
Census tract,Tract 4306,17031430600,1670,-87.57137300,41.76441330,29.442508710801395,3.124293734866553,44.54123112659698,13.252003126319648,14.67,,68.0,,66.86,,52.5,,82.51246589519239,,43479.0,5009.118541033435,35642.0,5759.878419452887,29.732868757259,5.446681454952223,40.37940379403794,16.507387601455523
Census tract,Tract 4307,17031430700,2175,-87.56089030,41.76527160,43.87351778656127,10.080167207441201,32.74985883681536,5.877121446087422,12.75,,76.0,,37.86,,72.0,,97.42214695643992,,32786.0,8196.352583586626,26781.0,3166.565349544073,32.693393562958775,9.558777473420319,31.08108108108108,10.620784585892933
Census tract,Tract 4308,17031430800,1862,-87.57129830,41.76075000,21.188630490956072,5.1879160117276255,54.26356589147287,6.532421450670393,12.92,,74.0,,66.97,,64.0,,57.48424122683225,,61750.0,10040.729483282674,37086.0,6122.188449848024,12.688507540301613,5.046316192033262,17.543859649122805,6.47935254747517
Census tract,Tract 4309,17031430900,1797,-87.58118510,41.76064100,36.92407527579494,6.800725269744119,34.26346528228423,8.554741899964224,14.0,,62.0,,72.08,,80.0,,70.33469752563741,,38824.0,8567.173252279636,32863.0,4075.987841945289,25.4380272550292,8.612338219920064,29.78303747534517,9.779433599107335
Census tract,Tract 4312,17031431200,2898,-87.57118430,41.75530110,28.87275242047026,5.723954100415482,53.97648686030429,5.694986219574521,14.0,,62.0,,68.6,,59.0,,68.15434189481607,,58661.0,6185.410334346505,33688.0,3184.802431610942,11.479944674965422,5.184432141939345,50.96153846153846,10.613352032277495
Census tract,Tract 4313.01,17031431301,3590,-87.56018710,41.75353020,53.64667747163695,11.072264070903495,23.500810372771475,4.939257919029866,12.89,,82.0,,50.11,,63.666666666666664,,87.89279330134538,,47235.0,8123.404255319148,20824.0,2983.586626139818,29.405376052131416,8.237348766183432,39.0625,18.435854403977256
Census tract,Tract 4313.02,17031431302,4351,-87.56278590,41.75838550,59.39936471267687,14.299345172854405,29.454230436038117,4.500953238430874,13.89,,76.0,,41.85,,55.0,,98.14658011101704,,32083.0,11784.19452887538,29355.0,9059.574468085106,48.426220040427374,21.08541281912606,20.556745182012847,11.629916324335499
Census tract,Tract 4314,17031431400,6716,-87.54655500,41.75720840,51.92878338278932,6.272660044427555,28.61158831797595,4.565419332932369,13.67,,70.0,,37.86,,97.25,,86.66149214413397,,48529.0,6458.358662613981,28668.0,3404.255319148936,37.14149139579349,6.800384437875074,45.74545454545454,8.101859576775563
Census tract,Tract 4401.01,17031440101,4171,-87.60145120,41.74862710,52.51256281407035,6.094262174402603,29.98324958123953,6.658497570783962,11.5,,85.0,,72.08,,94.0,,89.10763006868002,,31894.0,4249.240121580547,22501.0,2400.607902735562,32.802903405918485,6.003092870558834,37.16814159292036,4.6064540291418945
